微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
MAjg21AGr,【香港城市大学以下专业申请截止日期延期】Master of Business Administration专业申请截止日期延期到5.31MSc Finance专业申请截止日期延期到4.30MSc Financial Engineering专业申请截止日期延期到4.30MSc Business Information Systems (Management Information Systems Stream)专业申请截止日期延期到4.30MSc Business Information Systems (Financial and Intelligent Technology Stream)专业申请截止日期延期到4.30MSc Digital Transformation and Technological Innovation专业申请截止日期延期到5.31MA Chinese专业申请截止日期延期到4.30MA Housing and Urban Management专业申请截止日期延期到4.30MSocSc Counselling专业申请截止日期延期到4.30MSocSc Psychology专业申请截止日期延期到4.30MA Applied Social Sciences专业申请截止日期延期到4.30MSc Data Science专业申请截止日期延期到4.30 ,,无,无,无,2023-04-03 20:30,微博网页版,5,2,0
MAjevalBL,【UCL申请】学生：大家好，我想问问有没有人收到UCL的MRes cognitive neuroscience的offer。看到UCL别的专业都发offer了有点焦虑。  ,,无,无,无,2023-04-03 20:26,微博网页版,0,0,2
MAjcl4vPn,【LSE申请】LSE以下专业已关闭申请：MSc European and International Public PolicyMSc International RelationsMSc International Relations (Research)LSE以下专业余位紧张，请尽早递交申请：MSc Organisational and Social Psychology  ,,无,无,无,2023-04-03 20:20,微博网页版,1,0,0
MAiOjepDd,【美国Offer】学生：Cook叔您好，想再求一个选校，umich msi和neu is西雅图，目标是留美，谢谢大家！背景是本科中外合办2+2信管专业，就业主要考虑转码，目标就是想留美工作 选校  ,,无,无,无,2023-04-03 19:21,微博网页版,125,0,0
MAiLscerY,【KCL申请】学生：叔，麻烦您帮我投个稿可以嘛[送花花]11月中旬投的kcl，是kbs，到现在让补了四次材料了，然后也没给结果，因为一开始交的是不合格雅思可以配得上六周语言班，而且自己本来也有打算去上语言班的，请问需不需要考个合格的高分雅思去推一推进度呢还是干等着，英国有默拒的情况嘛谢谢大家！ ,,无,无,无,2023-04-03 19:14,微博网页版,2,0,4
MAiLb6bvR,【学生投稿】学生：叔，我想投稿请大家帮我选校现有墨尔本大学llm以及很有把握的上海对外经贸大学国际法学硕本科211以后回国发展，有读博意愿很纠结 选校  ,,无,无,无,2023-04-03 19:13,微博网页版,684,0,2
MAiKJzZMv,【英国美国Offer】学生：叔你好，请帮选个offer 乔治城mpp 还是ucl imess 未来70%概率希望留外面工作，有读博打算还不确定 bg中外合作3.6 经济 gre325+ 托福100+ 求帮问下谢谢～ 选校  ,,无,无,无,2023-04-03 19:12,微博网页版,115,0,0
MAiGMB6Z1,【英国香港欧陆申请】学生：崔叔您好，我的申请季基本上结束了，发一个申请季的总结，这个申请季在崔叔这里了解到了很多有用的信息，谢谢崔叔！  [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/6cbca238gy1hcmprkk0gbj20tz1atjye.jpg,http://ww4.sinaimg.cn/large/6cbca238gy1hcmprooxstj20tz1ab0z0.jpg",无,无,2023-04-03 19:03,微博网页版,7,0,3
MAiG3mo5z,【香港Offer】学生：博主您好！想麻烦您帮发个选校投票。香港科技大学的国际语言教育（对外汉语方向）tcsl还是香港理工大学的中国语言学cl？有一点点想要读博的小心愿但是不多，还是考虑到回国就业的问题，不考虑留位费的问题。也想问一问如果回国想考编或者进大厂（还没想好，但大概率考编），是不是选择港理的cl会比较好，因为比较好认证一点，qs100内的差距是否没有那么大，但是港科的排名又让我很心动！也有了解一些认证上的问题，港科的tcsl也可以认证成中国语言文学（国际语言教育），感觉有点点不保险，而且在一些平台上能搜到一些关于课程安排的避雷贴，但是排名实在是香又让我很心动。另：港科是1年制，7月毕业，23fall不可选毕业时间。港理是1.5年制，可选毕业时间。自己太纠结了，希望听一听大家的建议！谢谢您！bg：双非 87 6.5 http://t.cn/A6NzS1p3 ,,无,无,无,2023-04-03 19:01,微博网页版,90,0,1
MAb7a2bpj,【长沙历史】二里半 #长沙老照片##湖南师范大学##长沙[超话]# 崔钟博汶Cook的微博视频  ,,无,无,无,2023-04-02 23:46,微博视频号,10,0,0
MAaCfnTSV,【瑞典与英国申请】学生：大家好， 我想了解一下瑞典卡罗林斯卡学院和英国帝国理工的生物医学硕士对于前景或教学特色的不同，都是想去的学校但是不知道怎么取舍！谢谢！BG：英制中外合办 大三70+ 未来想继续读博  ,,无,无,无,2023-04-02 22:30,微博网页版,9,0,4
MAaxMgZ5f,【日本留学】学生：叔您好 帮女朋友问下 请问大家有了解九州大学 和 上智大学的国际关系类英文硕士项目的要求和具体录取的情况吗 谢谢大家！  ,,无,无,无,2023-04-02 22:19,微博网页版,15,0,1
MA9Ziq3ob,【英国Offer】学生：叔你好，我想请您帮我问问大家选校建议。目前是拿到了两个offer，曼大的发展经济与政策和华威的经济学与国际金融经济学EIFE ，未来有读博的想法，但也能接受回国先工作。另外曼大的发展经济与政策是在大四刷完分之后argue 给的offer，而且他马上要交留位费了。BG是中上211，经济学，均分88.3（大四刷到的，申请的时候均分是86.8） http://t.cn/A6N7JMkp ,,无,无,无,2023-04-02 20:54,微博网页版,281,0,0
MA9XcDmFC,【英国澳洲Offer】学生：叔，我想投稿请大家帮我选选校BG：中外合办传播学 二等一暂时收到了两个学校的offer华威aed优：1. 传媒专业认可度较高2. 性价比高，花费较少3. 小班教学并可以选修同学院cme课程4. 去英国可以欧洲游，和朋友们常聚缺：1. 位置较村2. QS 64比较尴尬3. 该专业偏公益性质，课程建议未来工作方向为NGO或政府…墨大gmc 1.5年优：1. 学校title大，QS靠前，专业属于该校王牌2. 墨尔本生活体验感不错3. 时长久，更多时间考虑未来4. 感觉带来的选择更多，听说也适合考公及深造phd缺：1. 花费更多2. 留学鄙视链3. 较为全新的环境（也不一定是缺点）此外还在等kcl的dcs，但能否拿到offer…存疑…未来的打算想要走mkt品牌方向…外企国企均可…大概率回国。选校会更考虑回国的认可度以及带来的价值想得到各位友友的建议，感谢！ http://t.cn/A6N7JLGc ,,无,无,无,2023-04-02 20:48,微博网页版,156,0,1
MA9WDswZD,【英国申请】学生：叔，我来投稿啦，分享一下拒录情况，我的申请季心情真的是跌宕起伏，做梦都没想到最后会收获ambs的offer  原图 ,,https://wx2.sinaimg.cn/large/6cbca238gy1hcln69dc6fj20im0rswip.jpg,无,无,2023-04-02 20:47,微博网页版,21,2,3
MA9VDoglS,【曼大Offer】学生：大家好，想问下如何选校 曼大的renewable energy energy and clean technology 和advanced control and systems engineering 或者是qs前100的电气工程 bg是双非电气 毕业后也想继续读电气相关的博士 感谢！ 选校  ,,无,无,无,2023-04-02 20:45,微博网页版,44,0,1
MA9UlBbpy,【宿舍提问】学生：叔好，提问，这边打算lse入学，但因为雅思迟迟没考到小分打算四月中再最后刷一次，也就是说要四月底才决定是否报语言班和什么时候入住宿舍，中介说来得及不会爆满，但想问问大家真的来得及吗T T（刷社媒对伦敦很焦虑）以及因为我这con了GPA，要六月才知道到底达没达到（大概率ok），六月再订房是不是太晚了？之前有没有学长学姐遇到六月才能知道结果情况下，是提前订的宿舍买的机票吗？谢谢叔！ ,,无,无,无,2023-04-02 20:41,微博网页版,7,0,5
MA9T9sfK3,【香港新加坡申请】学生：大家好，bg：港五本科 新二硕 现在收到pwc sg的offer要求4.6前reply，香港pwc三月15superday，由于那天par临时有事，加了一轮par面还一直拖，今天打电话基本确认4.6前完不成面试+出结果岗位对比：hk：x venture；sg：Risk Services - Risk Regulations & Compliance，更喜欢sg的项目，但地点倾向hk想问：1. 如果签了sg offer后，hk给了offer想接，撕offer会被拉黑名单吗？[苦涩]and这个黑名单是sg hk都被拉黑吗2. 两个岗位目前看来待遇差不多，不太清楚career path，想了解下工作内容真的很为难 个人现在倾向先签了sg，再给hk打电话催par面的同时如实交代，问下会有什么后果不知道大家有没有更好的建议感谢感谢 ,,无,无,无,2023-04-02 20:38,微博网页版,6,0,2
MA9SS4ALS,【LSE Offer】学生：LSE的applied social data science offertl：11.14下id——11.22wl——1.25转uc——2.25转ar——3.22转回uc并玄学——3.28 con offerbg：top10 985 社会学，89，3科研（2相关，1不相关但量化），2课内kaggle；相关课程：1高数、3统计、3ds相关课程，Coursera上了线代和离散数学基础tips：综合往届和23fall的情况，asds大概是1个月发一波结果蹲一个本项目的组织，目前还没见到hh；如果有学长学姐看到的话，可以分享一下这个项目的就读体验、职业发展吗？谢谢！ ,,无,无,无,2023-04-02 20:38,微博网页版,5,0,0
MA9Se8Rr7,【英国Offer】学生：叔，想蹲蹲选校建议。本科精算，目前收到的offer中在考虑爱丁堡operational research with risk和Ucl global healthcare management analytics➕贝叶斯商学院精算（后者的话就是先Ucl再去贝叶斯读二硕）。爱丁堡的专业感觉会比较扎实，但了解到这个Risk是做互联网风险运筹不怎么关于金融，本科的跑码功底很差，担心会不会不太适合。ucl和贝叶斯的组合第一年可能会比较水，然后性价比会低，但伦敦和g5的排名又很心动，而且ghm和精算也比较适配。想看看大家的建议！bg一般，中外合作大三77，无奖无g无雅，看到很多更厉害的爱宝和ucl我录的都被拒了，感觉运气还是不错的hhh选爱宝的话会可能会考虑读博，但属于是纯纯infp，不太擅长社交和认识人 ,,无,无,无,2023-04-02 20:36,微博网页版,1,0,1
MA9RdwfuT,【曼大Offer】学生：叔您好！想请帮忙发个选专业offer   曼彻斯特的df和srms该怎么选呢（双非金融 可能读博或回国发展） 选校  ,,无,无,无,2023-04-02 20:34,微博网页版,137,0,1
MA9OOiVR3,【英国爱尔兰Offer】学生：叔 23fall想求一个选校建议bg 双非 金融学 3.7/5选择1:圣安德鲁斯大学 金融学选择2:利兹大学 运输经济选择3:都柏林大学 经济与数据分析想法：现在比较迷茫，我希望毕业以后可以在国外工作，但是家人希望我能回国，现在就业方向也比较迷茫，希望听一下大家的建议，感谢～ http://t.cn/A6N7xtBD ,,无,无,无,2023-04-02 20:28,微博网页版,109,0,0
MA9O3zlbm,【英国Offer】学生：叔，麻烦发个投票，很想留英找工作，或者回南京上海从事专业相关的工作的话，研究生专业，选布里斯托创意创新与创业，华威艺术企业与发展，格拉斯哥创意产业与文化政策，南安普顿设计管理，还是威斯敏斯特室内建筑。五选一。谢谢[玉兔捣药][玉兔捣药][玉兔捣药]bg：双非一本 88 http://t.cn/A6N7x4s7 ,,无,无,无,2023-04-02 20:26,微博网页版,60,1,7
MA9MGeXO0,【学生投稿】学生：大家好，我想请问一下香港签注和英国留学签证可以都申请吗？我现在是拿到了CUHK的offer和IC的conoffer，如果想换IC的unconoffer的话可能要到六月底（也有失败的可能性），然后我就想着先申请香港的留学签证，如果后面换成功的话就去IC。有没有情况比较类似的uu哇？主要是怕两边空所以想着先拿着港签 如果有有经验的uu可以告诉我你们之前是怎么解决的嘛5555 ,,无,无,无,2023-04-02 20:22,微博网页版,4,0,1
MA9LCDWxY,【英国Offer】学生：大家好，咨询一下选校 曼大mop项目管理 还是KCL global health。个人比较注重的点是：门槛bar和毕业难度。疑点是：kcl的学校门槛应该比曼大高 但是不知道health是不是没有曼大mop竞争力强；也担心health同学都有本科健康相关基础，我本科工商管理，怕学起来欠缺很多专业知识 研究生没时间玩。目前我个人倾向mop，感觉对我本科bg来说，算是高攀；但爸妈家人可能更建议我去kcl，觉得好的城市更适合我，家族企业是健康相关，学health也挺合理。未来就业方向：对好title打工人身份并不感兴趣，但可能回来先找一份这样的工作涨涨经验，之后可能再说，反正一定是不太和学术知识相关的工作 ,,无,无,无,2023-04-02 20:20,微博网页版,6,0,6
MA9L38bWB,【英硕选校】✅曼大Accounting✅KCL Finance（Asset pricing）本科AF，想问下大家这两个专业的就读体验和课程难度。kcl ap的课程会很要求数学基础吗？回国一线城市工作哪个学校专业认可度高呢？谢谢！！！ 选校  ,,无,无,无,2023-04-02 20:18,微博网页版,156,0,3
MA66b6leG,【曼大语言班】学生：大家好，我想问一下，曼大的语言班会因为报的人数太多而提前截止吗，中介一直在催我报语言班，但是我自己还想再考一次试一试  ,,无,无,无,2023-04-02 11:00,微博网页版,14,3,11
MA5jsA38u,【布大申请】学生：叔你好！想问问23fall布里斯托有没有同学转朗思啊雅思7（6.5）小分实在考不到，有没有转考成功的同学给点经验，C1 high pass和雅思7（6.5）哪个简单点啊  ,,无,无,无,2023-04-02 09:00,微博网页版,4,1,5
MA4V7zNEQ,【香港申请】学生：叔，想咨询一下23fall港城 intelligent Semiconductor Manufacturing专业有同学收到offer嘛，感谢！  ,,无,无,无,2023-04-02 08:00,微博网页版,2,0,1
MA1Qbyz36,【帝国理工 朗思】学生：大家好，在帝国理工官网查到是认可朗思的，但又据说有些学院不认可朗思，想问问大家有没有工程学院准备考朗思换uncon的呀！谢谢！  ,,无,无,无,2023-04-02 00:09,微博网页版,2,0,3
MA1PPmJf4,【欧陆Offer】学生：叔 求帮发一个选校建议：option1: 梦校巴政无奖offer，两年下来可能得60w+叭option2:瑞典隆德带奖学金减免75%学费，两年下来学费大概4w左右，加上生活费大概20w左右吧目前从各方面考虑都感觉隆德大学是很适合的选择，但就是放不下对巴政的梦校情结，想问问大家的考量和建议，谢谢！ ,,无,无,无,2023-04-02 00:08,微博网页版,4,1,4
